customer_id,usemonth,count
AS060041,2019-01,7
AS060041,2019-02,7
AS060041,2019-03,7
AS062717,2018-07,8
AS062717,2018-08,5
AS062717,2018-09,2
AS062717,2018-10,3
AS062717,2018-11,1
AS065785,2019-01,9
AS065785,2019-02,8
AS065785,2019-03,8
AS065870,2018-04,6
AS065870,2018-05,6
AS065870,2018-06,4
AS065870,2018-07,8
AS065870,2018-08,3
AS065870,2018-09,3
AS065870,2018-10,5
AS065870,2018-11,4
AS065870,2018-12,4
AS065870,2019-01,5
AS065870,2019-02,4
AS065870,2019-03,4
AS067995,2018-05,9
AS067995,2018-06,6
AS067995,2018-07,2
AS067995,2018-08,4
AS069263,2018-05,10
AS069263,2018-06,2
AS069263,2018-07,2
AS069821,2018-04,5
AS069821,2018-05,2
AS069821,2018-06,6
AS069821,2018-07,2
AS069821,2018-08,3
AS069821,2018-09,7
AS069821,2018-10,4
AS069821,2018-11,3
AS069821,2018-12,3
AS069821,2019-01,6
AS069821,2019-02,5
AS069821,2019-03,3
AS070625,2018-04,6
AS070625,2018-05,7
AS070625,2018-06,7
AS070625,2018-07,7
AS070625,2018-08,7
AS070625,2018-09,9
AS070625,2018-10,3
AS070625,2018-11,5
AS070625,2018-12,5
AS070625,2019-01,7
AS070625,2019-02,4
AS070625,2019-03,5
AS071660,2018-04,8
AS071660,2018-05,3
AS071660,2018-06,2
AS071660,2018-07,7
AS071660,2018-08,6
AS071660,2018-09,3
AS071660,2018-10,5
AS071660,2018-11,6
AS071660,2018-12,7
AS071660,2019-01,5
AS071660,2019-02,6
AS071660,2019-03,5
AS073168,2018-04,8
AS073168,2018-05,6
AS073168,2018-06,7
AS073168,2018-07,6
AS073168,2018-08,6
AS073168,2018-09,5
AS073168,2018-10,7
AS073168,2018-11,6
AS073168,2018-12,3
AS073168,2019-01,6
AS073168,2019-02,6
AS073168,2019-03,7
AS073285,2018-04,7
AS073285,2018-05,4
AS073285,2018-06,8
AS073285,2018-07,4
AS073285,2018-08,7
AS073285,2018-09,3
AS073285,2018-10,2
AS073285,2018-11,5
AS073285,2018-12,4
AS073285,2019-01,5
AS073285,2019-02,6
AS073285,2019-03,4
AS076940,2019-03,7
AS077151,2018-04,5
AS077151,2018-05,7
AS077151,2018-06,4
AS077151,2018-07,4
AS077151,2018-08,5
AS077151,2018-09,6
AS077151,2018-10,3
AS077151,2018-11,9
AS077151,2018-12,5
AS077151,2019-01,5
AS077151,2019-02,5
AS077151,2019-03,4
AS080039,2018-05,10
AS080039,2018-06,4
AS080039,2018-07,2
AS082596,2018-04,7
AS082596,2018-05,7
AS082596,2018-06,8
AS082596,2018-07,6
AS082596,2018-08,6
AS082596,2018-09,8
AS082596,2018-10,6
AS082596,2018-11,5
AS082596,2018-12,9
AS082596,2019-01,5
AS082596,2019-02,4
AS082596,2019-03,7
AS090627,2018-11,9
AS090627,2018-12,6
AS090627,2019-01,6
AS090627,2019-02,1
AS090627,2019-03,4
AS092144,2018-04,6
AS092144,2018-05,4
AS092144,2018-06,6
AS092144,2018-07,8
AS092144,2018-08,6
AS092144,2018-09,3
AS092144,2018-10,5
AS092144,2018-11,3
AS092144,2018-12,4
AS092144,2019-01,1
AS092144,2019-02,2
AS092144,2019-03,4
AS092688,2018-08,7
AS092688,2018-09,5
AS092688,2018-10,5
AS092688,2018-11,5
AS092688,2018-12,3
AS092688,2019-01,2
AS093634,2018-10,10
AS093634,2018-11,8
AS093634,2018-12,7
AS093634,2019-01,7
AS093634,2019-02,8
AS093634,2019-03,9
AS098763,2018-04,8
AS098763,2018-05,2
AS098763,2018-06,7
AS098763,2018-07,3
AS098763,2018-08,3
AS098763,2018-09,5
AS098763,2018-10,2
AS098763,2018-11,3
AS098763,2018-12,2
AS098763,2019-01,2
AS099118,2018-04,5
AS099118,2018-05,6
AS099118,2018-06,2
AS099118,2018-07,4
AS099118,2018-08,5
AS099118,2018-09,6
AS099118,2018-10,5
AS099118,2018-11,6
AS099118,2018-12,5
AS099118,2019-01,4
AS099118,2019-02,1
AS099118,2019-03,5
AS099984,2018-04,4
AS099984,2018-05,4
AS099984,2018-06,4
AS099984,2018-07,5
AS099984,2018-08,6
AS099984,2018-09,3
AS099984,2018-10,7
AS099984,2018-11,2
AS099984,2018-12,5
AS099984,2019-01,5
AS099984,2019-02,6
AS099984,2019-03,3
AS100947,2018-05,5
AS100947,2018-06,8
AS100947,2018-07,7
AS100947,2018-08,8
AS100947,2018-09,6
AS100947,2018-10,9
AS100947,2018-11,8
AS100947,2018-12,8
AS100947,2019-01,9
AS100947,2019-02,5
AS100947,2019-03,3
AS105107,2018-04,6
AS105107,2018-05,4
AS105107,2018-06,5
AS105107,2018-07,4
AS105107,2018-08,2
AS105107,2018-09,7
AS105107,2018-10,6
AS105107,2018-11,1
AS105107,2018-12,3
AS105107,2019-01,3
AS105107,2019-02,1
AS105107,2019-03,5
AS107662,2018-04,7
AS107662,2018-05,9
AS107662,2018-06,5
AS107662,2018-07,7
AS107662,2018-08,5
AS107662,2018-09,5
AS107662,2018-10,8
AS107662,2018-11,4
AS107662,2018-12,9
AS107662,2019-01,4
AS107662,2019-02,4
AS107662,2019-03,7
AS108195,2018-04,4
AS108195,2018-05,6
AS108195,2018-06,3
AS108195,2018-07,6
AS108195,2018-08,5
AS108195,2018-09,4
AS108195,2018-10,4
AS108195,2018-11,3
AS108195,2018-12,3
AS108195,2019-01,2
AS108195,2019-02,4
AS108195,2019-03,6
AS108507,2018-04,4
AS108507,2018-05,9
AS108507,2018-06,5
AS108507,2018-07,9
AS108507,2018-08,5
AS108507,2018-09,6
AS108507,2018-10,6
AS108507,2018-11,6
AS108507,2018-12,8
AS108507,2019-01,6
AS108507,2019-02,5
AS108507,2019-03,7
AS113826,2018-04,4
AS113826,2018-05,8
AS113826,2018-06,6
AS113826,2018-07,2
AS113826,2018-08,5
AS113826,2018-09,4
AS113826,2018-10,6
AS113826,2018-11,3
AS113826,2018-12,5
AS113826,2019-01,5
AS113826,2019-02,5
AS113826,2019-03,3
AS115107,2018-04,2
AS115149,2018-05,6
AS115149,2018-06,7
AS115149,2018-07,7
AS115149,2018-08,3
AS115149,2018-09,1
AS115149,2018-10,2
AS115149,2018-11,3
AS115149,2018-12,3
AS115149,2019-01,5
AS115629,2018-07,7
AS115629,2018-08,3
AS115629,2018-09,4
AS115629,2018-10,4
AS115629,2018-11,3
AS115629,2018-12,1
AS115629,2019-01,4
AS115629,2019-02,4
AS115629,2019-03,1
AS116472,2018-06,7
AS116472,2018-07,7
AS116472,2018-08,6
AS116472,2018-09,5
AS116472,2018-10,2
AS116472,2018-11,3
AS118198,2018-12,11
AS118198,2019-01,10
AS118198,2019-02,7
AS118198,2019-03,7
AS123220,2018-04,6
AS123220,2018-05,6
AS123220,2018-06,5
AS123220,2018-07,5
AS123220,2018-08,5
AS123220,2018-09,6
AS123220,2018-10,3
AS123220,2018-11,3
AS123220,2018-12,7
AS123220,2019-01,6
AS123220,2019-02,6
AS123220,2019-03,6
AS124155,2018-09,11
AS124155,2018-10,12
AS124155,2018-11,9
AS124155,2018-12,8
AS124155,2019-01,8
AS124155,2019-02,8
AS124155,2019-03,6
AS124354,2018-04,3
AS124354,2018-05,4
AS124354,2018-06,5
AS124354,2018-07,7
AS124354,2018-08,4
AS124354,2018-09,4
AS124354,2018-10,4
AS124354,2018-11,6
AS124354,2018-12,4
AS124354,2019-01,4
AS124354,2019-02,4
AS124354,2019-03,6
AS131358,2018-05,9
AS131358,2018-06,5
AS131358,2018-07,3
AS132988,2018-04,6
AS132988,2018-05,7
AS132988,2018-06,5
AS132988,2018-07,5
AS132988,2018-08,7
AS132988,2018-09,6
AS132988,2018-10,4
AS132988,2018-11,2
AS132988,2018-12,4
AS132988,2019-01,7
AS132988,2019-02,7
AS132988,2019-03,4
AS136184,2018-04,9
AS136184,2018-05,7
AS136184,2018-06,6
AS136184,2018-07,8
AS136184,2018-08,6
AS136184,2018-09,7
AS136184,2018-10,7
AS136184,2018-11,4
AS136184,2018-12,2
AS136184,2019-01,3
AS136184,2019-02,8
AS136184,2019-03,6
AS137764,2018-04,4
AS137764,2018-05,2
AS137764,2018-06,5
AS137764,2018-07,5
AS137764,2018-08,6
AS137764,2018-09,4
AS137764,2018-10,6
AS137764,2018-11,4
AS137764,2018-12,4
AS137764,2019-01,6
AS137764,2019-02,5
AS137764,2019-03,5
AS139288,2018-11,10
AS139288,2018-12,8
AS139288,2019-01,7
AS139288,2019-02,8
AS139288,2019-03,10
AS141460,2018-04,5
AS141460,2018-05,5
AS141460,2018-06,7
AS141460,2018-07,3
AS141460,2018-08,1
AS141460,2018-09,7
AS141460,2018-10,4
AS141460,2018-11,6
AS141460,2018-12,5
AS141460,2019-01,5
AS141460,2019-02,6
AS141460,2019-03,3
AS145720,2018-10,8
AS145720,2018-11,9
AS145720,2018-12,9
AS145720,2019-01,8
AS145720,2019-02,8
AS145720,2019-03,6
AS147168,2018-04,1
AS147485,2018-04,3
AS147485,2018-05,8
AS147485,2018-06,6
AS147485,2018-07,5
AS147485,2018-08,6
AS147485,2018-09,8
AS147485,2018-10,4
AS147485,2018-11,5
AS147485,2018-12,7
AS147485,2019-01,5
AS147485,2019-02,7
AS147485,2019-03,1
AS152185,2018-04,3
AS152185,2018-05,6
AS152185,2018-06,6
AS152185,2018-07,5
AS152185,2018-08,4
AS152185,2018-09,5
AS152185,2018-10,3
AS152185,2018-11,8
AS152185,2018-12,4
AS152185,2019-01,4
AS152185,2019-02,5
AS152185,2019-03,5
AS157629,2018-04,3
AS157629,2018-05,2
AS157629,2018-06,6
AS157629,2018-07,2
AS157629,2018-08,3
AS158438,2018-04,5
AS158438,2018-05,7
AS158438,2018-06,7
AS158438,2018-07,2
AS158438,2018-08,6
AS158438,2018-09,5
AS158438,2018-10,4
AS158438,2018-11,7
AS158438,2018-12,5
AS158438,2019-01,5
AS158438,2019-02,8
AS158438,2019-03,3
AS161071,2018-04,8
AS161071,2018-05,8
AS161071,2018-06,8
AS161071,2018-07,8
AS161071,2018-08,6
AS161071,2018-09,8
AS161071,2018-10,8
AS161071,2018-11,9
AS161071,2018-12,2
AS161071,2019-01,7
AS161071,2019-02,7
AS161071,2019-03,3
AS163543,2018-06,8
AS163543,2018-07,7
AS163543,2018-08,3
AS163543,2018-09,1
AS163543,2018-10,2
AS169823,2018-04,3
AS169823,2018-05,2
AS169823,2018-06,4
AS170379,2018-04,9
AS170379,2018-05,8
AS170379,2018-06,5
AS170379,2018-07,8
AS170379,2018-08,1
AS170379,2018-09,7
AS170379,2018-10,5
AS170379,2018-11,5
AS170379,2018-12,6
AS170379,2019-01,7
AS170379,2019-02,6
AS170379,2019-03,6
AS170643,2018-09,8
AS170643,2018-10,6
AS170643,2018-11,8
AS170643,2018-12,7
AS170643,2019-01,7
AS170643,2019-02,5
AS170643,2019-03,8
AS171842,2018-04,5
AS171842,2018-05,6
AS171842,2018-06,8
AS171842,2018-07,3
AS171842,2018-08,6
AS171842,2018-09,5
AS171842,2018-10,8
AS171842,2018-11,7
AS171842,2018-12,5
AS171842,2019-01,4
AS171842,2019-02,6
AS171842,2019-03,6
AS171994,2018-04,5
AS171994,2018-05,5
AS171994,2018-06,5
AS171994,2018-07,6
AS171994,2018-08,4
AS171994,2018-09,4
AS171994,2018-10,5
AS171994,2018-11,5
AS171994,2018-12,5
AS171994,2019-01,4
AS171994,2019-02,4
AS171994,2019-03,3
AS172434,2018-10,7
AS172434,2018-11,6
AS172434,2018-12,6
AS172434,2019-01,3
AS174345,2018-04,3
AS174345,2018-05,4
AS174345,2018-06,5
AS174345,2018-07,5
AS174345,2018-08,3
AS174345,2018-09,4
AS174345,2018-10,2
AS174345,2018-11,6
AS174345,2018-12,2
AS175707,2018-04,8
AS175707,2018-05,3
AS175707,2018-06,7
AS175707,2018-07,7
AS175707,2018-08,4
AS175707,2018-09,6
AS175707,2018-10,10
AS175707,2018-11,5
AS175707,2018-12,5
AS175707,2019-01,4
AS175707,2019-02,6
AS175707,2019-03,7
AS176615,2018-09,10
AS176615,2018-10,8
AS176615,2018-11,4
AS176615,2018-12,2
AS176615,2019-01,2
AS176615,2019-02,2
AS177253,2018-04,4
AS182308,2018-12,10
AS182308,2019-01,9
AS182308,2019-02,7
AS182308,2019-03,10
AS183155,2018-04,3
AS183155,2018-05,6
AS183155,2018-06,5
AS183155,2018-07,2
AS183155,2018-08,5
AS183155,2018-09,5
AS183155,2018-10,4
AS183155,2018-11,3
AS183155,2018-12,4
AS183155,2019-01,4
AS183155,2019-02,7
AS183155,2019-03,6
AS185951,2018-04,10
AS185951,2018-05,3
AS185951,2018-06,7
AS185951,2018-07,3
AS185951,2018-08,3
AS185951,2018-09,5
AS185951,2018-10,1
AS185951,2018-11,3
AS185951,2018-12,2
AS185951,2019-01,1
AS186727,2018-04,6
AS186727,2018-05,3
AS186727,2018-06,5
AS186727,2018-07,7
AS186727,2018-08,6
AS186727,2018-09,5
AS186727,2018-10,3
AS186727,2018-11,7
AS186727,2018-12,4
AS186727,2019-01,4
AS186727,2019-02,3
AS186727,2019-03,8
AS189336,2018-04,7
AS189336,2018-05,2
AS189336,2018-06,4
AS189336,2018-07,2
AS189336,2018-08,1
AS190883,2018-04,7
AS190883,2018-05,5
AS190883,2018-06,8
AS190883,2018-07,5
AS190883,2018-08,6
AS190883,2018-09,5
AS190883,2018-10,5
AS190883,2018-11,6
AS190883,2018-12,6
AS190883,2019-01,5
AS190883,2019-02,6
AS190883,2019-03,6
AS192901,2019-02,7
AS192901,2019-03,11
AS193568,2018-04,5
AS193568,2018-05,9
AS193568,2018-06,7
AS193568,2018-07,8
AS193568,2018-08,10
AS193568,2018-09,5
AS193568,2018-10,8
AS193568,2018-11,5
AS193568,2018-12,7
AS193568,2019-01,3
AS193568,2019-02,5
AS193568,2019-03,7
AS194595,2018-04,5
AS194595,2018-05,7
AS194595,2018-06,4
AS194595,2018-07,3
AS194595,2018-08,6
AS194595,2018-09,2
AS194595,2018-10,5
AS194595,2018-11,7
AS194595,2018-12,5
AS194595,2019-01,7
AS194595,2019-02,6
AS194595,2019-03,5
AS194818,2019-01,8
AS194818,2019-02,1
AS194818,2019-03,4
AS195052,2018-05,8
AS195052,2018-06,3
AS195052,2018-07,4
AS195052,2018-08,4
AS195052,2018-09,3
AS195052,2018-10,2
AS195052,2018-11,1
AS196653,2018-04,5
AS196653,2018-05,3
AS196653,2018-06,5
AS196653,2018-07,8
AS196653,2018-08,8
AS196653,2018-09,4
AS196653,2018-10,5
AS196653,2018-11,5
AS196653,2018-12,3
AS196653,2019-01,9
AS196653,2019-02,5
AS196653,2019-03,4
AS197200,2018-04,8
AS197200,2018-05,8
AS197200,2018-06,6
AS197200,2018-07,9
AS197200,2018-08,8
AS197200,2018-09,6
AS197200,2018-10,12
AS197200,2018-11,9
AS197200,2018-12,9
AS197200,2019-01,8
AS197200,2019-02,7
AS197200,2019-03,9
AS200286,2018-04,10
AS200286,2018-05,7
AS200286,2018-06,6
AS200286,2018-07,6
AS200286,2018-08,3
AS200286,2018-09,6
AS200286,2018-10,3
AS200286,2018-11,3
AS200286,2018-12,4
AS200286,2019-01,1
AS206541,2018-04,1
AS206541,2018-05,4
AS207011,2018-04,6
AS207011,2018-05,8
AS207011,2018-06,8
AS207011,2018-07,3
AS207011,2018-08,6
AS207011,2018-09,5
AS207011,2018-10,6
AS207011,2018-11,3
AS207011,2018-12,5
AS207011,2019-01,3
AS207011,2019-02,7
AS207011,2019-03,4
AS210576,2018-07,6
AS210576,2018-08,5
AS210576,2018-09,2
AS210576,2018-10,2
AS210576,2018-11,4
AS210576,2018-12,5
AS210576,2019-01,4
AS210576,2019-02,4
AS210846,2018-04,6
AS210846,2018-05,6
AS210846,2018-06,4
AS210846,2018-07,5
AS210846,2018-08,6
AS210846,2018-09,3
AS210846,2018-10,1
AS210846,2018-11,4
AS210846,2018-12,1
AS210846,2019-01,1
AS211303,2018-08,11
AS211303,2018-09,9
AS211303,2018-10,8
AS211303,2018-11,10
AS211303,2018-12,6
AS211303,2019-01,7
AS211303,2019-02,7
AS211303,2019-03,6
AS211705,2018-04,6
AS211705,2018-05,2
AS211705,2018-06,5
AS211705,2018-07,5
AS211705,2018-08,6
AS211705,2018-09,6
AS211705,2018-10,1
AS211705,2018-11,7
AS211705,2018-12,6
AS211705,2019-01,5
AS211705,2019-02,6
AS211705,2019-03,7
AS211927,2018-04,3
AS211927,2018-05,3
AS211927,2018-06,5
AS211927,2018-07,4
AS211927,2018-08,8
AS211927,2018-09,4
AS211927,2018-10,7
AS211927,2018-11,6
AS211927,2018-12,4
AS211927,2019-01,6
AS211927,2019-02,4
AS211927,2019-03,3
AS212132,2018-06,6
AS212132,2018-07,7
AS212132,2018-08,5
AS212132,2018-09,4
AS212132,2018-10,3
AS212132,2018-11,2
AS212132,2018-12,2
AS212132,2019-01,1
AS212132,2019-02,2
AS212221,2018-04,7
AS212221,2018-05,8
AS212221,2018-06,9
AS212221,2018-07,7
AS212221,2018-08,4
AS212221,2018-09,5
AS212221,2018-10,4
AS212221,2018-11,5
AS212221,2018-12,7
AS212221,2019-01,2
AS212221,2019-02,6
AS212221,2019-03,6
AS217722,2018-06,7
AS217722,2018-07,8
AS217722,2018-08,8
AS217722,2018-09,11
AS217722,2018-10,7
AS217722,2018-11,7
AS217722,2018-12,7
AS217722,2019-01,6
AS217722,2019-02,6
AS217722,2019-03,6
AS218636,2018-04,4
AS218636,2018-05,5
AS218636,2018-06,5
AS218636,2018-07,7
AS218636,2018-08,5
AS218636,2018-09,6
AS218636,2018-10,5
AS218636,2018-11,6
AS218636,2018-12,6
AS218636,2019-01,8
AS218636,2019-02,6
AS218636,2019-03,5
AS220726,2018-05,8
AS220726,2018-06,10
AS220726,2018-07,3
AS220726,2018-08,5
AS220726,2018-09,2
AS220726,2018-10,2
AS220726,2018-11,4
AS220726,2018-12,3
AS220726,2019-01,2
AS220894,2018-04,7
AS220894,2018-05,7
AS220894,2018-06,2
AS220894,2018-07,1
AS220894,2018-08,5
AS220894,2018-09,4
AS220894,2018-10,2
AS220894,2018-11,2
AS220894,2018-12,4
AS222240,2018-04,8
AS227898,2018-04,5
AS227898,2018-05,7
AS227898,2018-06,2
AS227898,2018-07,3
AS227898,2018-08,6
AS227898,2018-09,4
AS227898,2018-10,4
AS227898,2018-11,5
AS227898,2018-12,6
AS227898,2019-01,4
AS227898,2019-02,5
AS227898,2019-03,2
AS235724,2018-04,9
AS235724,2018-05,10
AS235724,2018-06,8
AS235724,2018-07,6
AS235724,2018-08,8
AS235724,2018-09,7
AS235724,2018-10,7
AS235724,2018-11,7
AS235724,2018-12,4
AS235724,2019-01,8
AS235724,2019-02,8
AS235724,2019-03,5
AS236198,2019-02,12
AS236198,2019-03,6
AS237205,2018-04,8
AS237205,2018-05,8
AS237205,2018-06,9
AS237205,2018-07,7
AS237205,2018-08,7
AS237205,2018-09,7
AS237205,2018-10,8
AS237205,2018-11,5
AS237205,2018-12,3
AS237205,2019-01,5
AS237205,2019-02,5
AS237205,2019-03,5
AS240190,2018-04,4
AS240190,2018-05,4
AS240190,2018-06,6
AS240190,2018-07,4
AS240190,2018-08,4
AS240190,2018-09,2
AS240190,2018-10,7
AS240190,2018-11,5
AS240190,2018-12,5
AS240190,2019-01,6
AS240190,2019-02,5
AS240190,2019-03,8
AS240586,2018-04,7
AS240586,2018-05,5
AS240586,2018-06,6
AS240586,2018-07,10
AS240586,2018-08,5
AS240586,2018-09,3
AS240586,2018-10,5
AS240586,2018-11,3
AS240586,2018-12,7
AS240586,2019-01,6
AS240586,2019-02,3
AS240586,2019-03,7
AS247467,2018-05,3
AS247467,2018-06,9
AS247467,2018-07,7
AS247467,2018-08,4
AS247467,2018-09,1
AS247467,2018-10,1
AS247467,2018-11,5
AS248090,2018-04,6
AS248090,2018-05,7
AS248090,2018-06,6
AS248090,2018-07,4
AS248090,2018-08,6
AS248090,2018-09,3
AS248090,2018-10,7
AS248090,2018-11,4
AS248090,2018-12,6
AS248090,2019-01,4
AS248090,2019-02,4
AS248090,2019-03,4
AS248948,2018-04,7
AS248948,2018-05,6
AS248948,2018-06,5
AS248948,2018-07,6
AS248948,2018-08,2
AS248948,2018-09,5
AS248948,2018-10,5
AS248948,2018-11,7
AS248948,2018-12,1
AS248948,2019-01,6
AS248948,2019-02,6
AS248948,2019-03,4
AS251112,2018-04,3
AS251112,2018-05,6
AS251112,2018-06,4
AS251112,2018-07,6
AS251112,2018-08,5
AS251112,2018-09,4
AS251112,2018-10,4
AS251112,2018-11,5
AS251112,2018-12,5
AS251112,2019-01,6
AS251112,2019-02,5
AS251112,2019-03,3
AS251169,2018-04,7
AS251169,2018-05,10
AS251169,2018-06,8
AS251169,2018-07,5
AS251169,2018-08,6
AS251169,2018-09,4
AS251169,2018-10,2
AS251169,2018-11,2
AS251169,2018-12,3
AS251169,2019-01,5
AS251921,2018-07,10
AS251921,2018-08,4
AS251921,2018-09,1
AS256239,2018-04,6
AS256239,2018-05,6
AS256239,2018-06,5
AS256239,2018-07,3
AS256239,2018-08,4
AS256239,2018-09,4
AS256239,2018-10,3
AS256239,2018-11,5
AS256239,2018-12,5
AS256239,2019-01,3
AS256239,2019-02,6
AS256239,2019-03,2
AS258098,2018-04,3
AS258098,2018-05,4
AS258098,2018-06,5
AS258098,2018-07,3
AS258098,2018-08,5
AS258098,2018-09,4
AS258098,2018-10,6
AS258098,2018-11,3
AS258098,2018-12,5
AS258098,2019-01,2
AS258098,2019-02,5
AS258098,2019-03,2
AS259792,2018-04,4
AS259792,2018-05,5
AS259792,2018-06,1
AS259792,2018-07,4
AS263080,2018-04,4
AS265381,2018-12,10
AS265381,2019-01,9
AS265381,2019-02,10
AS265381,2019-03,7
AS271899,2018-09,8
AS271899,2018-10,2
